Object ID,Is Public Domain,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Metadata Date,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
6515,True,1813,1836,1812,1837,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",16 x 12 5/16 in. (40.6 x 31.3 cm),Ceramics,George Washington|Flowers
6516,True,1813,1836,1831,1834,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",12 7/8 x 15 5/8 in. (32.7 x 39.7 cm),Ceramics,Horses|Buildings|Flowers
6517,True,1813,1836,1818,1837,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",14 3/8 x 17 5/8 in. (36.5 x 44.8 cm),Ceramics,Flowers|Landscapes
6518,True,1813,1836,1812,1837,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",10 1/2 x 12 7/8 in. (26.7 x 32.7 cm),Ceramics,George Washington|Landscapes
6519,True,1813,1836,1822,1837,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",15 1/2 x 14 7/8 in. (39.4 x 37.8 cm),Ceramics,Flowers|Landscapes
6526,True,1809,1830,1827,1830,2019-07-26,The American Wing,Platter,British (American market),Maker,John & William Ridgway,British,"Earthenware, transfer-printed",15 3/8 x 20 3/8 in. (39.1 x 51.8 cm),Ceramics,Buildings|Horse Riding|Flowers
6527,True,1809,1830,1811,1833,2019-07-26,The American Wing,Platter,British (American market),Maker,John & William Ridgway,British,"Earthenware, transfer-printed",14 1/8 x 18 1/2 in. (35.9 x 47 cm),Ceramics,Buildings|Men
6535,True,1818,1846,1825,1849,2020-01-19,The American Wing,Platter,British (American market),Maker,Enoch Wood & Sons,British,"Earthenware, transfer-printed",11 5/8 x 14 7/8 in. (29.5 x 37.8 cm),Ceramics,Waterfalls|Shells
6778,True,1787,1866,1824,1824,2019-07-26,The American Wing,Presentation Vase,American,Maker|Maker,Thomas Fletcher|Sidney Gardiner,American|American,Silver,"Overall: 23 7/16 x 20 1/8 x 15 1/8 in. (59.5 x 51.1 x 38.4 cm); 410 oz. 5 dwt. (12760 g)
Lip: Diam. 12 3/4 in. (32.4 cm)
Cover: 5 5/8 x 12 3/4 in. (14.3 x 32.4 cm)",Silver,Bears|Eagles|Grapes|Canals|Acanthus|Boats
6779,True,1787,1827,1825,1825,2019-07-26,The American Wing,Presentation Vase,American,Maker|Maker,Sidney Gardiner|Thomas Fletcher,American|American,Silver,23 3/4 x 20 3/4 x 14 3/4 in. (60.3 x 52.7 x 37.5 cm); 401 oz. 1 dwt. (12473.9 g),Silver,Animals|Eagles|Waterfalls
6864,True,1784,1825,1800,1830,2019-07-31,The American Wing,Ring,British,Maker,William Brown,British,"Onyx, gold enameled",1 7/8 x 7/8 in. (4.8 x 2.2 cm),Jewelry,George Washington|Men|Profiles
6900,False,1856,1925,1889,1889,2019-07-31,The American Wing,Javanese Dancer Applying Make-up (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,8 1/2 x 5 1/2 in. (21.6 x 14 cm),Drawings,Women|Dancers
6907,True,1848,1933,1893,1896,2019-02-01,The American Wing,Roundel,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,American,Favrile glass,Diam. 14 1/2 in. (36.8 cm),Glass,Flowers
7088,True,1689,1745,1740,1745,2019-07-26,The American Wing,Salt,American,Maker,Charles Le Roux,American,Silver,1 13/16 x 3 5/16 in. (4.6 x 8.4 cm); 4 oz. 15 dwt. (147.6 g),Silver,Masks|Dolphins
7089,True,1689,1745,1740,1745,2019-07-26,The American Wing,Salt,American,Maker,Charles Le Roux,American,Silver,1 3/4 x 3 5/16 in. (4.4 x 8.4 cm); 4 oz. 15 dwt. (148.1 g),Silver,Masks|Dolphins
7097,True,1720,1785,1754,1769,2019-07-31,The American Wing,Salver,American,Maker,Daniel Christian Fueter,American,Silver,1 3/8 x 15 7/8 in. (3.5 x 40.3 cm); 48 oz. 3 dwt. (1497 g),Silver,Coat of Arms
7364,True,1657,1729,1701,1704,2019-07-26,The American Wing,Seal,American,Maker,Jacob Boelen,American,"Silver, wood",1 11/16 x 1 1/2 x 2 7/8 in. (4.3 x 3.8 x 7.3 cm); 1 oz. 11 dwt. (48.9 g),Silver,Coat of Arms
7399,False,1856,1925,1890,1890,2019-02-01,The American Wing,"Study for ""Women Approaching""",American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,7 x 9 15/16 in. (17.8 x 25.2 cm),Drawings,Women
7414,True,1736,1815,1800,1830,2019-02-01,The American Wing,Sheath,American,Maker,John Bailey,American,"Silver, leather",L. 21 1/4 in. (54 cm),Silver,Swords
7416,True,1669,1753,1700,1800,2019-02-01,The American Wing,Sheath,American,Maker,Edward Winslow,American,Silver,Dimensions unavailable,Silver,Swords
7499,True,1801,1846,1825,1825,2019-10-10,The American Wing,Janet Halleck Drake,American,Artist,Henry Inman,American,Oil on canvas,29 3/4 x 24 3/4 in. (75.6 x 62.9 cm),Paintings,Girls|Portraits
7553,True,1804,1863,1852,1855,2019-07-26,The American Wing,Slipper Chair,American,Maker,John H. Belter,German,"Rosewood, ash",44 1/4 x 17 1/2 x 16 1/2 in. (112.4 x 44.5 x 41.9 cm),Furniture,Grapes
7565,True,1723,1795,1760,1770,2019-07-26,The American Wing,Snuffbox,American,Maker,Myer Myers,American,Gold,"1 1/16 x 2 7/16 x 2 3/8 in., 81.3 Grams (2.7 x 6.2 x 6 cm, 2.614 Troy Ounces)",Metal|Gold,Donkeys|Soldiers|Men
7595,True,1770,1854,1807,1820,2019-02-01,The American Wing,Sofa,American,Maker,Duncan Phyfe,Scottish,"Mahogany, tulip poplar, cane, gilded brass",34 x 84 3/4 x 23 3/4 in. (86.4 x 215.3 x 60.3 cm),Furniture,Sofas
7658,True,1813,1836,1818,1837,2019-07-26,The American Wing,Soup Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 10 1/2 in. (26.7 cm),Ceramics,Landscapes
7659,True,1813,1836,1812,1837,2019-07-26,The American Wing,Soup Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 10 3/4 in. (27.3 cm),Ceramics,George Washington|Flowers|Landscapes
7873,False,1867,1959,1912,1914,2020-01-07,The American Wing,Living Room from the Francis W. Little House: Windows and paneling,American,Maker,Frank Lloyd Wright,American,"Oak, leaded glass","13 ft. 7 1/2 in. × 28 ft. 7 in. × 47 ft. 8 5/8 in. (415.3 × 871.2 × 1454.5 cm)
Each window panel: 53 3/4 x 22 3/4 in. (136.5 x 57.8 cm)",Architecture,Architecture|Living Rooms
7875,False,1856,1924,1893,1893,2019-07-31,The American Wing,"Staircase from Chicago Stock Exchange Building, Chicago",American,Maker|Maker,Louis Henry Sullivan|Dankmar Adler,American|American,"Cast iron, electroplate copper finish, mahogany railing",144 x 92 x 156 in. (365.8 x 233.7 x 396.2 cm),Architecture,Architecture
7876,False,1856,1924,1893,1893,2019-07-31,The American Wing,"Staircase from Chicago Stock Exchange Building, Chicago",American,Maker|Maker,Louis Henry Sullivan|Dankmar Adler,American|American,"Cast iron, electroplate copper finish, mahogany railing",144 x 92 x 156 in. (365.8 x 233.7 x 396.2 cm),Architecture,Architecture
7878,False,1856,1924,1893,1893,2019-07-31,The American Wing,"Staircase from Chicago Stock Exchange Building, Chicago",American,Maker|Maker,Louis Henry Sullivan|Dankmar Adler,American|American,"Cast iron, electroplate copper finish, mahogany railing",144 x 92 x 156 in. (365.8 x 233.7 x 396.2 cm),Architecture,Architecture
7887,True,1853,1905,1897,1900,2019-10-10,The American Wing,Standing Cup,American,Manufacturer|Designer,William B. Durgin Company|Karl Theodore Bitter,"American, born Austria",Gold,"Overall: H. 14 3/8 in. (36.5 cm); Diam. 5 1/16 in. (12.9 cm); 2559.6 Grams (82.294 Troy Ounces)
Lip: Diam. 4 9/16 in. (11.6 cm)",Metal,Men|Women|Angels
7965,True,1723,1795,1772,1776,2019-07-26,The American Wing,Sugar bowl,American,Maker,Myer Myers,American,Silver,"Overall: 6 5/8 x 4 3/16 in. (16.8 x 10.6 cm); 8 oz. 19 dwt. (278.6 g)
Foot: Diam. 3 1/16 in. (7.8 cm)
Bowl: H. 4 11/16 in. (11.9 cm); 7 oz. (217.6 g)
Cover: 2 1/4 x 3 1/16 in. (5.7 x 7.8 cm); 1 oz. 19 dwt. (61 g)",Silver,Flowers
7982,True,1766,1851,1797,1800,2019-07-26,The American Wing,Sugar Bowl,American,Maker,Christian Wiltberger,American,Silver,"Overall: 9 13/16 x 4 1/8 in. (24.9 x 10.5 cm); 14 oz. 10 dwt. (451 g)
Foot: 3 7/16 x 3 5/16 in. (8.7 x 8.4 cm)
Body: 6 1/16 in. (15.4 cm); 11 oz. 7 dwt. (352.5 g)
Cover: 4 x 3 3/8 in. (10.2 x 8.6 cm); 3 oz. 3 dwt. (98.5 g)",Silver,Eagles
7986,True,1839,1851,1848,1851,2019-07-26,The American Wing,Sugar Bowl,American,Retailer|Maker,"Ball, Tompkins and Black|Charters, Cann & Dunn",American,Silver,"Overall: 7 1/4 x 8 7/16 x 5 5/8 in. (18.4 x 21.4 x 14.3 cm); 19 oz. 10 dwt. (605.7 g)
Body: H. 6 3/16 in. (15.7 cm); 16 oz. 15 dwt. (521.3 g)
Cover: H. 2 1/4 in. (5.7 cm); Diam. 3 3/16 in. (8.1 cm); 2 oz. 14 dwt. (84.4 g)",Silver,Birds
8038,True,1669,1753,1725,1750,2019-02-01,The American Wing,Sword,American,Maker,Edward Winslow,American,Silver,L. 25 1/8 in. (63.8 cm),Silver,Swords
8168,False,1856,1925,1889,1889,2019-02-01,The American Wing,Arm of a Javanese Dancer (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),Drawings,Hands|Dancers
8169,False,1856,1925,1889,1889,2019-02-01,The American Wing,Hand and Body Positions of a Javanese Dancer (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),Drawings,Hands|Dancers
8188,True,1729,1805,1760,1770,2019-07-26,The American Wing,Tankard,American,Maker,Benjamin Burt,American,Silver,"Overall: 8 1/2 x 7 3/8 in. (21.6 x 18.7 cm); 28 oz. 8 dwt. (883.8 g)
Lip: Diam. 4 in. (10.2 cm)
Base: Diam. 5 3/8 in. (13.7 cm)",Silver,Coat of Arms
8217,True,1734,1818,1747,1750,2019-07-26,The American Wing,Tankard,American,Maker|Maker,Paul Revere Jr.|Paul Revere Sr.,American,Silver,"Overall: 6 3/8 x 5 1/2 in. (16.2 x 14 cm); 17 oz. 12 dwt. (546.9 g)
Base: Diam. 4 1/8 in. (10.5 cm)
Lip: Diam. 3 1/4 in. (8.3 cm)",Silver,Coat of Arms
8219,True,1817,1904,1847,1850,2019-07-31,The American Wing,Cameo of a Gentleman,American,Artist,Erastus Dow Palmer,American,Plaster,2 x 1 1/2 in. (5.1 x 3.8 cm),Sculpture,Portraits|Men|Profiles
8223,True,1678,1758,1700,1730,2019-07-26,The American Wing,Tankard,American,Maker,Bartholomew Schaats,American,Silver,"Overall: 6 1/2 x 7 5/8 in. (16.5 x 19.4 cm); 23 oz. 17 dwt. (742.2 g)
Base: Diam. 5 in. (12.7 cm)
Lip: Diam. 4 1/4 in. (10.8 cm)
At spout: Diam. 4 5/8 in. (11.7 cm)",Silver,Coat of Arms
8289,True,1863,1922,1873,1876,2019-07-26,The American Wing,Tea bowl,American,Manufacturer|Designer,Union Porcelain Works|Karl L. H. Müller,American,Porcelain,H. 2 1/16 in. (5.2 cm); Diam. 2 9/16 in. (6.5 cm),Ceramics,Flowers
8297,True,1820,1890,1873,1876,2019-07-31,The American Wing,Teacup and saucer,American,Designer|Manufacturer,Karl L. H. Müller|Union Porcelain Works,American,Porcelain,"Cup: H. 2 in. (5.1 cm); Diam. 2 7/8 in. (7.3 cm)
Saucer: Diam. 5 1/16 in. (12.9 cm)",Ceramics,Flowers
8298,True,1820,1890,1873,1876,2019-07-31,The American Wing,Teacup and saucer,American,Designer|Manufacturer,Karl L. H. Müller|Union Porcelain Works,American,Porcelain,"Cup: H. 2 in. (5.1 cm); Diam. 2 7/8 in. (7.3 cm)
Saucer: Diam. 5 1/16 in. (12.9 cm)",Ceramics,Flowers
8357,True,1833,1833,1838,1838,2019-07-31,The American Wing,Teapot,American,Manufacturer|Designer,American Pottery Manufacturing Company|Daniel Greatbatch,British,Earthenware,H. 3 3/4 in. (9.5 cm); Diam. 4 3/4 in. (12.1 cm),Ceramics,Flowers
8359,True,1719,1780,1745,1755,2019-07-31,The American Wing,Teapot,American,Maker,Josiah Austin,American,Silver,"Overall: 5 5/8 x 8 3/4 x 4 5/16 in. (14.3 x 22.2 x 11 cm); 16 oz. 14 dwt. (519.6 g)
Foot diameter: 3 7/16 in. (8.7 cm)",Silver,Coat of Arms
8361,True,1657,1729,1690,1705,2019-07-31,The American Wing,Teapot,American,Maker,Jacob Boelen,American,Silver,"Overall: 6 7/16 x 10 3/8 x 5 3/16 in. (16.4 x 26.4 x 13.2 cm); 22 oz. 18 dwt. (713.3 g)
Body: H. 4 9/16 in. (11.6 cm); 18 oz. 13 dwt. (580 g)
Cover: 2 x 4 1/8 in. (5.1 x 10.5 cm); 4 oz. 6 dwt. (133.3 g)
Foot: Diam. 3 11/16 in. (9.4 cm)",Silver,Coat of Arms
8369,True,1838,1838,1838,1838,2019-07-31,The American Wing,Teapot,American,Designer|Manufacturer,Daniel Greatbatch|American Pottery Manufacturing Company,British,Earthenware,3 5/8 x 6 7/8 x 4 5/8 in. (9.2 x 17.5 x 11.7 cm),Ceramics,Flowers
8378,True,1863,1922,1873,1876,2019-07-31,The American Wing,Teapot,American,Manufacturer|Designer,Union Porcelain Works|Karl L. H. Müller,American,Porcelain,7 x 6 in. (17.8 x 15.2 cm),Ceramics,Flowers
8407,True,1766,1851,1797,1800,2019-07-31,The American Wing,Teapot,American,Maker,Christian Wiltberger,American,Silver,"Overall: 7 x 11 5/16 x 4 1/2 in. (17.8 x 28.7 x 11.4 cm); 21 oz. 17 dwt. (680 g)
Base: 5 3/8 x 3 1/8 in. (13.7 x 7.9 cm)",Silver,Eagles
8412,True,1839,1851,1848,1851,2019-07-31,The American Wing,Teapot,American,Retailer|Maker,"Ball, Tompkins and Black|Charters, Cann & Dunn",American,Silver,8 5/8 x 9 7/16 x 6 1/4 in. (21.9 x 24 x 15.9 cm); 28 oz. 15 dwt. (894.3 g),Silver,Birds
8485,True,1848,1907,1906,1910,2019-02-01,The American Wing,United States Ten-dollar Gold Piece,American,Maker,Augustus Saint-Gaudens,American,Gold,Diam. 1 1/16 in. (2.7 cm),Metal|Gold,Profiles|Coins
8675,True,1838,1838,1849,1858,2019-07-31,The American Wing,Toby Jug,American,Designer|Manufacturer,Daniel Greatbatch|United States Pottery Company,British,Mottled brown earthenware,6 1/4 x 5 in. (15.9 x 12.7 cm),Ceramics,Men
8807,True,1702,1758,1730,1740,2019-07-26,The American Wing,Salt,American,Maker,Jacob Hurd,American,Silver,1 1/4 x 2 3/4 x 2 7/16 in. (3.2 x 7 x 6.2 cm); 2 oz. 4 dwt. (68.9 g),Silver,Dogs
9167,False,1875,1931,1893,1896,2019-07-26,The American Wing,Umbrella Stand,American,Decorator|Manufacturer,Albert Haubrich|J. B. Owens Pottery Company,German,Earthenware,H. 22 5/16 in. (56.7 cm); Diam. 11 1/4 in. (28.6 cm),Ceramics,Birds
9195,True,1848,1907,1881,1883,2019-07-31,The American Wing,Vanderbilt Mantelpiece,American,Maker,Augustus Saint-Gaudens,American,"Marble, mosaic, oak, and cast iron",184 3/8 x 154 7/8 x 37 1/4 in. (468.3 x 393.4 x 94.6 cm),Architecture,Architecture|Caryatids|Women
9341,False,1883,1966,1903,1906,2019-07-26,The American Wing,Vase,American,Maker|Maker,Dard Hunter|Roycroft,American,Porcelain,5 x 6 in. (12.7 x 15.2 cm),Ceramics,Dragonflies
9342,False,1883,1966,1906,1906,2019-07-26,The American Wing,Vase,American,Designer|Maker,Dard Hunter|Roycroft,American,Porcelain,H. 13 1/4 in. (33.7 cm),Ceramics,Trees
9343,False,1883,1966,1903,1906,2019-07-26,The American Wing,Vase,American,Designer|Maker,Dard Hunter|Roycroft,American,Porcelain,H. 9 in. (22.9 cm),Ceramics,Trees
9344,False,1883,1966,1903,1906,2019-07-26,The American Wing,Vase,American,Designer|Maker,Dard Hunter|Roycroft,American,Earthenware,H. 3 1/4 in. (8.3 cm); Diam. 13 3/4 in. (34.9 cm),Ceramics,Mushrooms
9355,False,1864,1931,1898,1898,2019-10-25,The American Wing,Chief Joseph of the Nez Perce,American,Designer|Manufacturer,William Purcell McDonald|Rookwood Pottery Company,American|American,Earthenware,H. 14 in. (35.6 cm),Ceramics,Men|Portraits
9366,False,1849,1932,1880,1883,2019-07-26,The American Wing,Aladdin Vase,American,Decorator|Manufacturer,Maria Longworth Nichols|Rookwood Pottery Company,American|American,Earthenware,H. 30 in. (76.2 cm); Diam. 18 1/4 in. (46.4 cm),Ceramics,Fish
9367,False,1857,1918,1894,1906,2019-02-01,Modern and Contemporary Art,Vase,American,Maker|Manufacturer,George E. Ohr|Biloxi Art Pottery,American,Earthenware,H. 4 1/4 in. (10.8 cm); Diam. 5 3/4 in. (14.6 cm),Ceramics,Vases
9385,False,1875,1959,1900,1925,2019-07-26,The American Wing,Vase,American,Designer|Manufacturer,Carl Schmidt|Rookwood Pottery Company,American,Earthenware,H. 10 in. (25.4 cm); Diam. 6 3/4 in. (17.1 cm),Ceramics,Feathers
9418,False,1848,1933,1897,1900,2019-07-26,The American Wing,Vase,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,American,Favrile glass,H. 10 3/4 in. (27.3 cm),Glass,Feathers
9429,False,1848,1933,1901,1907,2019-07-26,The American Wing,Vase,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Furnaces,American,Favrile glass,H. 10 3/8 in. (26.4 cm),Glass,Flowers
9430,False,1848,1933,1910,1916,2019-07-26,The American Wing,Vase,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Furnaces,American,Favrile glass,6 5/8 x 4 7/8 in. (16.8 cm),Glass,Flowers
9437,False,1848,1933,1906,1912,2019-07-26,The American Wing,Vase,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Furnaces,American,Favrile glass,"16 7/16in. h. (41.8cm)
Body diameter: 8 in. (20.3 cm)
Foot diameter: 5 7/8 in. (14.9 cm)",Glass,Flowers
9474,False,1848,1933,1903,1909,2019-07-26,The American Wing,Vase,American,Designer,Louis Comfort Tiffany,American,Favrile glass,H. 11 3/4 in. (29.8 cm); Diam. 3 1/4 in. (8.3 cm),Glass,Flowers
9480,True,1848,1933,1893,1896,2019-07-05,The American Wing,Vase,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,American,Favrile glass,14 1/8 x 11 1/2 in. (35.9 x 29.2 cm),Glass,Feathers
9490,False,1862,1925,1878,1881,2019-10-25,The American Wing,Vase,American,Designer|Manufacturer,Albert R. Valentien|Rookwood Pottery Company,American|American,Probably earthenware,H. 7 in. (17.8 cm); Diam. 5 in. (12.7 cm),Ceramics,Flowers
9569,True,1739,1775,1739,1775,2019-07-26,The American Wing,Vase,Dutch,Designer|Manufacturer,Justus Brouwer|The Porcelain Axe,Dutch,Earthenware,H. 10 3/8 in. (26.4 cm),Ceramics,Flowers
9570,True,1739,1775,1739,1775,2019-07-26,The American Wing,Vase,Dutch,Designer|Manufacturer,Justus Brouwer|The Porcelain Axe,Dutch,Earthenware,H. 10 3/8 in. (26.4 cm),Ceramics,Flowers
9589,False,1867,1935,1915,1915,2019-02-01,The American Wing,Door,American,Maker|Maker,H. Van Buren Magonigle|Samuel Yellin,"American, born Russia","Iron, marble",91 3/8 x 53 1/2 in. (232.1 x 135.9 cm),Architecture,Doors|Plants
9620,False,1848,1933,1905,1915,2020-02-24,The American Wing,Garden Landscape,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Studios,American,Favrile-glass mosaic,103 1/2 x 114 in. (262.9 x 289.6 cm),Architecture,Gardens|Swans|Landscapes
9749,True,1810,1829,1810,1829,2019-07-31,The American Wing,Watch,British,Maker,M. I. Tobias and Company,British,Gold,2 1/4 x 2 1/4 x 5/8 in. (5.7 x 5.7 x 1.6 cm),Jewelry,George Washington|Men
9789,True,1835,1910,1908,1909,2019-07-31,The American Wing,"Welcome: Stained Glass Window from the Mrs. George T. Bliss House, New York",American,Maker,John La Farge,American,"Leaded opalescent glass, cloisonne glass, copper wire, paint",156 x 96 in. (396.2 x 243.8 cm),Glass,Windows|Women
9817,True,1617,1703,1653,1656,2019-07-26,The American Wing,Stained-glass window,American,Maker,Evert Duyckinck,American,Painted leaded glass,Framed: 22 3/8 x 15 1/2 in. (56.8 x 39.4 cm),Glass,Windows|Coat of Arms
9819,False,1848,1933,1905,1911,2020-02-24,The American Wing,Magnolias and Irises,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Studios,American,Leaded Favrile glass,60 1/4 x 42 in. (153 x 106.7 cm),Glass,Flowers|Landscapes|Trees
10028,True,1835,1910,1880,1883,2019-08-31,The American Wing,Orange Branch,American,Former Attribution,John La Farge,American,Oil on canvas,54 5/8 x 11 5/8 in. (138.4 x 29.5 cm),Paintings,Fruit|Leaves
10035,True,1847,1917,1913,1931,2020-02-08,The American Wing,Pasture at Evening,American,Former Attribution,Albert Pinkham Ryder,American,Oil on canvas,12 x 16 in. (30.5 x 40.6 cm),Paintings,Animals|Pastoral|Trees|Evening
10042,True,1852,1911,1895,1895,2019-07-31,The American Wing,Dirge of the Three Queens,American,Artist,Edwin Austin Abbey,American,Pastel on paper,29 x 45 1/4 in. (73.7 x 114.9 cm),Drawings,Men|Women|Coffins
10043,True,1852,1911,1852,1911,2019-02-01,The American Wing,Entrance of the Serving Maid,American,Artist,Edwin Austin Abbey,American,"Black ink and graphite on off-white wove paper card

",10 1/16 x 14 1/8 in. (25.6 x 35.9 cm),Drawings,Bedrooms|Women|Servants
10044,True,1852,1911,1852,1911,2019-07-31,The American Wing,The Hat with the Blue Ribbons,American,Artist,Edwin Austin Abbey,American,Watercolor on cardboard,"9 1/8 × 11 1/4 in. (23.2 × 28.6 cm)
",Drawings,Women
10049,True,1852,1911,1898,1898,2019-10-10,The American Wing,"""King Lear,"" Act I, Scene I",American,Artist,Edwin Austin Abbey,American,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),Paintings,Kings|Men|Women|Dogs|Shakespeare
10054,False,1858,1945,1891,1900,2019-03-06,The American Wing,La Jeunesse,American,Artist,Herbert Adams,American,"Applewood, marble, paste jewels, and twisted wire",22 3/4 x 31 x 10 3/4 in. (57.8 x 78.7 x 27.3 cm),Sculpture,Profiles|Women
10055,False,1858,1945,1894,1894,2019-02-01,The American Wing,Singing Boys,American,Artist,Herbert Adams,American,Marble,36 1/4 x 44 1/2 in. (92.1 x 113 cm),Sculpture,Boys|Singing
10056,True,1797,1878,1797,1878,2019-02-01,The American Wing,Hunter (from McGuire Scrapbook),American,Artist,William Apthorp Adams,American,Pen and brown ink on off-white wove paper,7 9/16 x 7 5/8 in. (19.2 x 19.4 cm),Drawings,Birds|Men|Portraits|Frogs
10057,True,1812,1846,1839,1839,2019-02-01,The American Wing,The Tahitian Chief Otore (from McGuire Scrapbook),American,Artist,Alfred Thomas Agate,American,"Graphite on off-white wove paper
",8 1/2 x 7 9/16 in. (21.6 x 19.2 cm),Drawings,Men|Portraits
10058,True,1803,1844,1825,1835,2019-05-29,The American Wing,Indians Lamenting the Approach of the White Man (from McGuire Scrapbook),American,Artist,Frederick Stiles Agate,American,"Pen and black ink, gray washes, and graphite on off-white wove paper



",8 7/8 x 8 1/16 in. (22.5 x 20.5 cm),Drawings,Sadness|Men
10070,True,1779,1843,1831,1831,2019-02-01,The American Wing,The Spanish Girl in Reverie,American,Artist,Washington Allston,American,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),Paintings,Portraits|Women
10071,True,1779,1843,1779,1843,2019-10-10,The American Wing,The Stoning of Saint Stephen,American,Artist,Washington Allston,American,"Iron-gall ink and white chalk on dark brown laid paper

",21 1/4 x 27 7/8 in. (54 x 70.8 cm),Drawings,Saints|Crowd|Human Figures
10072,True,1779,1843,1812,1815,2019-02-01,The American Wing,A Study from Life [and] Study for Angel Releasing Saint Peter from Prison,American,Artist,Washington Allston,American,Oil on paperboard,36 1/4 x 26 3/4 in. (92.1 x 67.9 cm),Paintings,Profiles|Women
10074,True,1768,1836,1815,1825,2019-02-01,The American Wing,Maurice Levy,American,Artist,Ezra Ames,American,Watercolor on ivory,2 15/16 x 2 3/8 in. (7.5 x 6 cm),Paintings,Men|Portraits
10075,True,1768,1836,1807,1810,2019-02-01,The American Wing,Philip Van Cortlandt,American,Artist,Ezra Ames,American,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),Paintings,Men|Portraits
10076,True,1816,1872,1869,1869,2019-02-01,The American Wing,James Topham Brady,American,Artist,Joseph Alexander Ames,American,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),Paintings,Men|Portraits
10077,True,1801,1877,1835,1835,2019-09-19,The American Wing,The Children of Nathan Starr,American,Artist,Ambrose Andrews,American,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),Paintings,Games|Boys|Girls|Women|Playing|Family
10078,True,1851,1912,1851,1912,2019-02-01,The American Wing,Cast Study with Students,American,Artist,Thomas Anshutz,American,Charcoal on white laid paper,24 3/8 x 18 5/8 in. (61.9 x 47.3 cm),Drawings,Female Nudes
10079,True,1851,1912,1851,1912,2019-02-01,The American Wing,Two Male Figures Wrestling,American,Artist,Thomas Anshutz,American,"Charcoal on off-white laid paper

",24 1/4 x 18 3/4 in. (61.6 x 47.6 cm),Drawings,Men|Sports
10080,True,1851,1912,1879,1879,2019-02-01,The American Wing,The Way They Live,American,Artist,Thomas Anshutz,American,Oil on canvas,24 x 17 in. (61 x 43.2 cm),Paintings,Houses|Boys|Girls|Women|Working
10082,True,1826,1899,1873,1876,2020-02-24,The American Wing,Benjamin Franklin,American,Artist|Artist,William P. Babcock|Louis de Carmontelle,French,Oil on wood,12 1/8 x 8 in. (30.6 x 20.3 cm),Paintings,Men|Portraits|Benjamin Franklin|Profiles
10084,True,1826,1899,1850,1880,2019-11-26,The American Wing,Portrait of the Marquis de Lafayette,American,Artist|Artist|Artist,William P. Babcock|Jules Guerin|Louis Philibert Debucourt,American|French,Oil on wood,5 x 5 3/4 in. (12.7 x 14.6 cm),Paintings,Portraits|Marquis de Lafayette|Men|Profiles
10085,True,1708,1765,1760,1760,2019-02-01,The American Wing,James Badger,American,Artist,Joseph Badger,American,Oil on canvas,42 1/2 x 33 1/8 in. (108 x 84.1 cm),Paintings,Birds|Cherries|Boys|Portraits
10099,True,1819,1911,1860,1868,2019-02-01,The American Wing,Daniel Webster,American,Artist,Thomas Ball,American,Marble,30 x 18 x 11 in. (76.2 x 45.7 x 27.9 cm),Sculpture,Men|Portraits
10100,True,1819,1911,1853,1853,2019-02-01,The American Wing,Daniel Webster,American,Artist,Thomas Ball,American,Bronze,29 3/4 x 14 x 11 in. (75.6 x 35.6 x 27.9 cm),Sculpture,Men|Portraits
