Object ID,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
12835,The American Wing,Blue and Gold,American,Artist,Allen Tucker,American,Oil on canvas,"20 1/16 in. × 24 in. (51 × 61 cm)
Framed: 31 × 35 in. (78.7 × 88.9 cm)",Paintings,Trees
12836,The American Wing,Headland,American,Artist,Allen Tucker,American,Oil on canvas,30 x 36 1/8 in. (76.2 x 91.8 cm),Paintings,Landscapes
12837,The American Wing,Interior,American,Artist,Allen Tucker,American,Oil on canvas,25 1/8 x 30 1/8 in. (63.6 x 76.3 cm),Paintings,Pianos|Desks|Interiors|Women
12838,The American Wing,Landscape,American,Artist,Allen Tucker,American,Watercolor over traces of black chalk on paper,14 x 20 in. (35.6 x 50.8 cm),Drawings,Landscapes
12839,The American Wing,Tree,American,Artist,Allen Tucker,American,Black chalk pinked on the top on buff paper,9 7/8 x 8 1/2 in. (25.1 x 21.6 cm),Drawings,Trees
12840,The American Wing,Winter at Portland,American,Artist,Allen Tucker,American,Oil on canvas,25 x 30 in. (63.5 x 76.2 cm),Paintings,Snow|Houses|Landscapes|Winter
12842,The American Wing,Arques-la-Bataille,American,Artist,John Henry Twachtman,American,Oil on canvas,60 x 78 7/8 in. (152.4 x 200.3 cm),Paintings,Rivers|Landscapes
12843,The American Wing,Horseneck Falls,American,Artist,John Henry Twachtman,American,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),Paintings,Waterfalls
12844,The American Wing,Landscape,American,Artist,John Henry Twachtman,American,"Pastel on pumice paper, mounted on cardboard",14 x 17 5/8 in. (35.6 x 44.8 cm),Drawings,Landscapes
12845,The American Wing,Waterfall,American,Artist,John Henry Twachtman,American,Oil on canvas,30 1/8 x 25 1/16 in. (76.5 x 63.7 cm),Paintings,Waterfalls
12849,The American Wing,After the Storm,American,Former Attribution,Albert Bierstadt,American,Oil on canvas,26 3/4 x 38 3/4 in. (67.9 x 98.4 cm),Paintings,Rivers|Landscapes
12853,The American Wing,Abigail Smith Adams,American,Artist,James Sharples,British,Pastel on gray (now oxidized) laid paper,9 9/16 x 7 7/16 in. (24.3 x 18.9 cm),Drawings,Portraits|Women
12856,The American Wing,Autumn Meadows,American,Former Attribution,Albert Pinkham Ryder,American,Oil on canvas mounted on wood,21 x 17 1/4 in. (53.3 x 43.8 cm),Paintings,Landscapes|Horses|Trees
12858,The American Wing,Benjamin Franklin,American,Artist,Jean-Baptiste Greuze,French,"Pastel on toned (now oxidized) wove paper, mounted on a wood strainer",22 7/8 x 18 7/8 in. (58.1 x 47.9 cm),Drawings,Benjamin Franklin|Portraits
12880,The American Wing,Boys Playing in a Doorway (from Sketchbook),American,Artist,Francis William Edmonds,American,Graphite on off-white wove paper,6 5/8 x 8 in. (16.8 x 20.3 cm),Drawings,Boys
12891,The American Wing,The Finding of the Body of Clytemnestra,American,Artist,Benjamin West,American,"Pen and black ink, watercolor washes, and black chalk on off-white laid paper",7 7/16 x 9 1/2 in. (18.9 x 24.1 cm),Drawings,Female Nudes
12917,The American Wing,The Williamson Family,American,Artist,John Mix Stanley,American,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),Paintings,Children|Men|Women|Family|Toys
12936,The American Wing,"Maidstone, Vermont",American,Artist,Albert Fitch Bellows,American,Graphite and white gouache on brown wove paper,7 1/2 x 12 7/16 in. (19.1 x 31.6 cm),Drawings,Landscapes|Trees
12943,The American Wing,Coffeepot,American,Maker,Charles Le Roux,American,Silver,"Overall: 9 5/8 x 8 3/8 in. (24.4 x 21.3 cm); 25 oz. 16 dwt. (802.8 g)
Base: Diam. 4 7/16 in. (11.3 cm)
Lip: Diam. 2 3/4 in. (7 cm)",Silver,Coat of Arms
12953,The American Wing,The Palisades,American,Artist,John William Hill,"American, born England",Watercolor and gouache on white wove paper,1993.5289 5/8 x 16 1/8 in. (24.4 x 41 cm),Drawings,Landscapes
12955,The American Wing,The Spring,American,Artist,William Trost Richards,American,Graphite on green wove paper,8 3/8 x 6 1/4 in. (21.3 x 15.9 cm),Drawings,Trees|Spring
12956,The American Wing,Nourmahal,American,Former Attribution,Albert Pinkham Ryder,American,Oil on wood,19 1/2 x 28 1/2 in. (49.5 x 72.3 cm),Paintings,Buildings|Women
12964,The American Wing,Panthea Stabs Herself beside the Corpse of Abradatas,American,Artist,Benjamin West,American,"Brown ink, ink washes, and black chalk on white laid paper",8 1/4 x 12 3/16 in. (21 x 31 cm),Drawings,Corpses|Women
12976,The American Wing,"Sketchbook of Columbus Subjects: Caravels, Figures, Heraldry, and Accessories",American,Artist,Albert Bierstadt,American,"Drawings in graphite on off-white wove paper with gilt edges, bound in a leather cover","Cover: 4 3/4 x 7 3/4 x 7/16 in. (12.1 x 19.7 x 1.1 cm)
Sheets: 4 5/8 x 7 1/2 in. (11.7 x 19.1 cm)",Drawings,Coat of Arms|Boats
12977,The American Wing,Portrait of a Man,American,Artist|Former Attribution,Sir Godfrey Kneller|John Smibert,"American, Scottish",Oil on canvas,49 3/4 x 39 3/4 in. (125.2 x 99.8 cm),Paintings,Books|Men|Portraits
12978,The American Wing,Portrait of a Man,American,Former Attribution,Thomas Hicks,American,Oil on canvas,26 1/2 x 19 3/4 in. (66.5 x 49 cm),Paintings,Men|Portraits
12982,The American Wing,Portrait of a Woman; Possibly Mrs. Hattie Laroox,American,Artist,J. Z.,American,Brush and brown ink and sgraffito on transparent parchment,5 1/2 x 4 1/8 in. (14 x 10.5 cm),Drawings,Portraits|Women
12990,The American Wing,Salver,American,Maker,Charles Le Roux,American,Silver,1 1/8 x 6 1/4 x 6 1/4 in. (2.9 x 15.9 x 15.9 cm); 10 oz. 3 dwt. (315.2 g),Silver,Coat of Arms
13007,The American Wing,Sketchbook of Northwest American and Canadian Scenery,American,Artist,Albert Bierstadt,American,"Drawings in graphite on off-white wove paper, bound in a leather cover","Cover: 4 3/4 x 7 1/2 x 7/16 in. (12.1 x 19.1 x 1.1 cm)
Sheets: 4 5/8 x 7 1/2 in. (11.7 x 19.1 cm)",Drawings,Books|Landscapes
13008,The American Wing,Henry Irving as Philip II of Spain,American,Former Attribution,James McNeill Whistler,American,Oil on canvas,19 1/8 x 14 3/8 in. (48.6 x 36 cm),Paintings,Men|Portraits
13024,The American Wing,Portrait of a Gentleman,American,Artist,John Wood Dodge,American,Watercolor on ivory,Sight: 2 7/8 x 2 3/8 in. (7.3 x 6 cm),Paintings,Men|Portraits
13031,The American Wing,George Washington Inaugural Centennial Medal,American,Artist|Artist,Augustus Saint-Gaudens|Philip Martiny,American,Bronze,Diam. 4 5/8 in. (11.7 cm),Sculpture,George Washington|Profiles
13039,The American Wing,Portrait of a Man,American,Artist,Thomas Bluget De Valdenuit,French,Conté crayon and white chalk on off-white laid paper coated with gouache,19 3/4 x 15 in. (50.2 x 38.1 cm),Drawings,Men|Profiles
13041,The American Wing,Indian Vase,American,Artist,Ames Van Wart,American,Marble,"46 1/2 x 24 x 16 in., 429lb. (118.1 x 61 x 40.6 cm, 194.6kg)",Sculpture,Hunting|Buffalos|Animals|Men|Horse Riding
13042,The American Wing,Marshall O. Roberts,American,Artist,Ames Van Wart,American,Marble,29 x 20 1/2 x 14 in. (73.7 x 52.1 x 35.6 cm),Sculpture,Men|Portraits
13043,The American Wing,The Calumny of Apelles,American,Artist,John Vanderlyn,American,Oil on canvas,22 1/2 x 28 1/2 in. (57.2 x 72.4 cm),Paintings,Men|Women|Female Nudes
13044,The American Wing,"Daniel Strobel, Jr.",American,Artist,John Vanderlyn,American,"Probably Conté crayon, black chalk, and white gouache on off-white wove paper",8 3/8 x 6 3/8 in. (21.3 x 16.2 cm),Drawings,Men|Portraits
13045,The American Wing,Egbert Benson,American,Artist|Artist,John Vanderlyn|Gilbert Stuart,American|American,Oil on canvas,29 3/4 x 23 7/8 in. (75.6 x 60.6 cm),Paintings,Men|Portraits
13046,The American Wing,Elizabeth Maria Church,American,Artist,John Vanderlyn,American,Probably Conté crayon on off-white wove paper,8 3/8 x 6 5/16 in. (21.3 x 16 cm),Drawings,Portraits|Women
13047,The American Wing,Francis Lucas Waddell,American,Artist,John Vanderlyn,American,Oil on canvas,25 1/4 x 21 in. (64.1 x 53.3 cm),Paintings,Men|Portraits
13049,The American Wing,John A. Sidell,American,Artist,John Vanderlyn,American,Oil on canvas,30 x 24 in. (76.2 x 61 cm),Paintings,Men|Portraits
13050,The American Wing,"Mrs. Daniel Strobel, Jr. (Anna Church Strobel) and Her Son, George",American,Artist,John Vanderlyn,American,Probably Conté crayon on off-white wove paper,8 3/16 x 6 1/4 in. (20.8 x 15.9 cm),Drawings,Boys|Portraits|Women
13051,The American Wing,"Mrs. Marinus Willett and Her Son Marinus, Jr.",American,Artist,John Vanderlyn,American,Oil on canvas,36 7/8 x 28 1/8 in. (93.7 x 71.4 cm),Paintings,Boys|Portraits|Mothers|Women
13052,The American Wing,Panoramic View of the Palace and Gardens of Versailles,American,Artist,John Vanderlyn,American,Oil on canvas,12 x 165 ft. (3.6 x 49.5 m),Paintings,Fountains|Palaces|Gardens
13053,The American Wing,Portrait of the Artist,American,Artist,John Vanderlyn,American,Oil on canvas,25 1/4 x 20 7/8 in. (64.1 x 53 cm),Paintings,Men|Self-portraits
13054,The American Wing,Portrait of the Artist,American,Artist,John Vanderlyn,American,Probably Conté crayon and pastel on off-white wove paper,25 5/16 x 19 7/8 in. (64.3 x 50.5 cm),Drawings,Men|Portraits
13055,The American Wing,Sarah Russell Church (daughter of Edward Church),American,Artist,John Vanderlyn,American,Probably Conté crayon on off-white wove paper,8 3/8 x 6 1/4 in. (21.3 x 15.9 cm),Drawings,Books|Women|Trees
13058,The American Wing,The African Sentinel,American,Artist,Elihu Vedder,American,Oil on canvas,14 1/4 x 8 9/16 in. (36.2 x 21.8 cm),Paintings,Landscapes|Firearms|Men
13059,The American Wing,Bordighera (Landscape with Distant Church),American,Artist,Elihu Vedder,American,Graphite on white wove paper,3 1/2 x 6 1/2 in. (8.9 x 16.5 cm),Drawings,Churches|Landscapes|Trees
13060,The American Wing,The Cup of Love,American,Artist,Elihu Vedder,American,Oil on wood,12 x 10 in. (25.4 x 30.5 cm),Paintings,Men|Female Nudes|Cupid
13061,The American Wing,Cypress and Poppies,American,Artist,Elihu Vedder,American,Oil on canvas,9 3/4 x 20 in. (24.8 x 50.8 cm),Paintings,Landscapes|Poppies|Cypresses
13062,The American Wing,Greek Girls Bathing,American,Artist,Elihu Vedder,American,Oil on canvas,18 1/4 x 58 3/4 in. (46.4 x 149.2 cm),Paintings,Women|Bathing
13063,The American Wing,Head of a Woman,American,Artist,Elihu Vedder,American,"Graphite and red, white, and blue chalk on dark brown paper",6 1/4 x 5 1/16 in. (15.9 x 12.9 cm),Drawings,Heads|Portraits|Women
13064,The American Wing,The Ladder and the Hole,American,Artist,Elihu Vedder,American,Graphite on light brown wove paper,2 11/16 x 4 15/16 in. (6.8 x 12.5 cm),Drawings,Ladders
13065,The American Wing,Lair of the Sea Serpent,American,Artist,Elihu Vedder,American,Oil on canvas,12 x 30 in. (30.5 x 76.2 cm),Paintings,Beaches|Serpents
13066,The American Wing,Landscape (Mountains),American,Artist,Elihu Vedder,American,Graphite and white chalk on light brown wove paper,12 3/4 x 4 7/8 in. (32.4 x 12.4 cm),Drawings,Mountains|Landscapes
13067,The American Wing,The Lost Mind,American,Artist,Elihu Vedder,American,Oil on canvas,39 1/8 x 23 1/4 in. (99.4 x 59.1 cm),Paintings,Women
13068,The American Wing,"Sketches of a Donkey, a Cow, and a Man on Horseback",American,Artist,Elihu Vedder,American,Graphite on brown wove paper,8 3/8 x 4 1/4 in. (21.3 x 10.8 cm),Drawings,Cows
13069,The American Wing,Perugia,American,Artist,Elihu Vedder,American,Graphite on translucent off-white wove paper,7 5/8 x 5 in. (19.4 x 12.7 cm),Drawings,Trees
13070,The American Wing,The Pleiades,American,Artist,Elihu Vedder,American,Oil on canvas,24 1/8 x 37 5/8 in. (61.3 x 95.6 cm),Paintings,Female Nudes|Dancing
13071,The American Wing,"Study for ""The Pleiades""",American,Artist,Elihu Vedder,American,Charcoal on gray paper,19 1/16 x 12 13/16 in. (48.4 x 32.5 cm),Drawings,Women
13072,The American Wing,"Study for ""The Pleiades""",American,Artist,Elihu Vedder,American,Charcoal on gray paper,16 7/8 x 13 1/4 in. (42.9 x 33.7 cm),Drawings,Women
13073,The American Wing,Study for the Question of the Sphinx,American,Artist,Elihu Vedder,American,Chalk on dark brown wove paper,11 9/16 x 9 1/8 in. (29.4 x 23.2 cm),Drawings,Men
13074,The American Wing,Two Palm Trees,American,Artist,Elihu Vedder,American,Graphite and gouache on brown wove paper,8 1/4 x 3 15/16 in. (21 x 10 cm),Drawings,Palms
13076,The American Wing,Mrs. Ethan Stone (Abigail Maria Storrs),American,Artist,William Verstille,American,Watercolor on ivory,2 1/4 x 1 3/4 in. (5.6 x 4.4 cm),Paintings,Portraits|Women
13077,The American Wing,Clarissa Storrs,American,Artist,William Verstille,American,Watercolor on ivory,2 1/4 x1 3/4 in. (5.7 x 4.3 cm),Paintings,Portraits|Women
13080,The American Wing,Sachsische Artillerie,American,Artist,O. Von Brück,German,Graphite on off-white wove paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),Drawings,Soldiers|Weapons|Horse Riding
13081,The American Wing,Enthroned,American,Artist,Bessie Potter Vonnoh,American,Bronze,12 x 8 x 10 in. (30.5 x 20.3 x 25.4 cm),Sculpture,Women|Girls|Infants|Mothers
13082,The American Wing,Girl Dancing,American,Artist,Bessie Potter Vonnoh,American,Bronze,14 x 12 x 8 in. (35.6 x 30.5 x 20.3 cm),Sculpture,Girls|Dancing
13083,The American Wing,His First Journey,American,Artist,Bessie Potter Vonnoh,American,Bronze,4 7/8 x 9 x 5 in. (12.4 x 22.9 x 12.7 cm),Sculpture,Infants
13084,The American Wing,A Young Mother,American,Artist,Bessie Potter Vonnoh,American,Bronze,14 x 12 1/2 x 15 1/2 in. (35.6 x 31.8 x 39.4 cm),Sculpture,Infants|Mothers|Women
13085,The American Wing,The Bridge at Grez,American,Artist,Robert W. Vonnoh,American,Oil on canvas,36 1/2 x 51 3/8 in. (92.7 x 130.5 cm),Paintings,Landscapes|Bridges
13086,The American Wing,La Mere Adele (Cordon Bleu),American,Artist,Robert W. Vonnoh,American,Oil on canvas,30 x 24 in. (76.2 x 61 cm),Paintings,Portraits|Women
13090,The American Wing,Portrait of a Lady,American,Artist,Samuel Lovett Waldo,American,Oil on wood,5 1/4 x 4 1/8 in. (13.3 x 10.5 cm),Paintings,Portraits|Women
13091,The American Wing,Edward Kellogg,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on wood,33 3/8 x 25 3/8 in. (84.8 x 64.5 cm),Paintings,Men|Portraits
13092,The American Wing,Portrait of a Girl,American,Artist,Samuel Lovett Waldo,American,Oil on wood,4 5/8 x 3 3/4 in. (11.2 x 9.5 cm),Paintings,Musical Instruments|Girls|Portraits
13093,The American Wing,General Andrew Jackson,American,Artist,Samuel Lovett Waldo,American,Oil on canvas,25 3/4 x 21 in. (64.3 x 53.3 cm),Paintings,Men|Portraits
13094,The American Wing,Henry La Tourette de Groot,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on wood,33 x 25 5/8 in. (83.8 x 65.1 cm),Paintings,Men|Portraits
13095,The American Wing,The Knapp Children,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on canvas,70 x 57 1/2 in. (177.8 x 146.1 cm),Paintings,Portraits|Boys|Dogs
13096,The American Wing,Matthew Clarkson,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on wood,33 x 25 5/8 in. (83.8 x 65.1 cm),Paintings,Men|Portraits
13097,The American Wing,Mrs. Edward Kellogg,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on wood,33 3/8 x 25 3/8 in. (84.8 x 64.5 cm),Paintings,Portraits|Women
13099,The American Wing,Mrs. Samuel L. Waldo,American,Artist,Samuel Lovett Waldo,American,Oil on wood,30 1/4 x 25 5/8 in. (76.8 x 65.1 cm),Paintings,Portraits|Women
13100,The American Wing,"Old Pat, the Independent Beggar",American,Artist,Samuel Lovett Waldo,American,Oil on wood,19 7/8 x 14 3/4 in. (50.5 x 37.5 cm),Paintings,Men|Portraits
13101,The American Wing,Portrait of a Girl with Flowers,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on wood,40 7/8 x 31 3/4 in. (103.8 x 80.6 cm),Paintings,Girls|Portraits|Flowers
13102,The American Wing,Portrait of a Lady (Possibly of the Buloid Family),American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on wood,33 x 25 3/8 in. (83.8 x 64.5 cm),Paintings,Portraits|Women
13103,The American Wing,Portrait of a Man,American,Artist,Samuel Lovett Waldo,American,Oil on canvas,30 1/8 x 25 1/8 in. (76.5 x 63.8 cm),Paintings,Men|Portraits
13104,The American Wing,The Reverend John Brodhead Romeyn,American,Artist|Artist,Samuel Lovett Waldo|William Jewett,American|American,Oil on canvas,30 1/4 x 25 1/4 in. (76.8 x 64.1 cm),Paintings,Men|Portraits
13105,The American Wing,Self-portrait,American,Artist,Samuel Lovett Waldo,American,Oil on wood,33 x 22 1/2 in. (83.8 x 57.2 cm),Paintings,Men|Self-portraits
13111,The American Wing,The Bay of New York and Governors Island Taken from Brooklyn Heights,American,Artist,William Guy Wall,Irish,Watercolor and graphite on off-white wove paper,21 1/8 x 30 1/4 in. (53.7 x 76.8 cm),Drawings,Rivers|Landscapes|Boats
13112,The American Wing,"The Bay of New York Looking to the Narrows and Staten Island, Taken from Brooklyn Heights",American,Artist,William Guy Wall,Irish,Watercolor and gum arabic on white wove paper,21 x 27 1/16 in. (53.3 x 68.7 cm),Drawings,Animals|Landscapes|Trees|Boats
13113,The American Wing,The Bay of New York Taken from Brooklyn Heights,American,Artist,William Guy Wall,Irish,Watercolor on off-white wove paper,21 3/8 x 32 3/4 in. (54.3 x 83.2 cm),Drawings,Harbors|Ships
13114,The American Wing,Forest Grove,American,Artist,William Guy Wall,Irish,Watercolor and graphite on off-white wove paper,7 1/16 x 5 1/2 in. (17.9 x 14 cm),Drawings,Landscapes|Trees
13115,The American Wing,New York from the Heights near Brooklyn,American,Artist,William Guy Wall,Irish,Watercolor and graphite on white wove paper,16 x 25 1/4 in. (40.6 x 64.1 cm),Drawings,Rivers|Landscapes|Boats
13116,The American Wing,New York from Weehawk,American,Artist,William Guy Wall,Irish,Watercolor and graphite on off-white wove paper,16 1/16 x 24 1/8 in. (40.8 x 61.3 cm),Drawings,Rivers|Landscapes|Boats
13117,The American Wing,Weehawken from Turtle Grove,American,Former Attribution|Artist,William Guy Wall|William James Bennett,Irish|American,Watercolor and graphite on off-white wove paper,15 3/16 x 20 1/16 in. (38.6 x 51 cm),Drawings,Mountains|Landscapes|Trees|Boats
13121,The American Wing,Entrance Hall of the Metropolitan Museum of Art when in Fourteenth Street,American,Artist,Frank Waller,American,Oil on wood,12 x 16 in. (30.5 x 40.6 cm),Paintings,Interiors|Museums
13124,The American Wing,Interior View of the Metropolitan Museum of Art when in Fourteenth Street,American,Artist,Frank Waller,American,Oil on canvas,24 x 20 in. (61 x 50.8 cm),Paintings,Women|Museums|Interiors
13134,The American Wing,The Freedman,American,Artist,John Quincy Adams Ward,American ,Bronze,19 1/2 x 14 3/4 x 9 3/4 in. (49.5 x 37.5 x 24.8 cm),Sculpture,Men|Slavery
13135,The American Wing,Henry B. Hyde,American,Artist,John Quincy Adams Ward,American ,Bronze,21 x 7 1/2 x 6 1/4 in. (53.3 x 19.1 x 15.9 cm),Sculpture,Men
13136,The American Wing,Henry Ward Beecher,American,Artist,John Quincy Adams Ward,American ,Bronze,14 1/2 x 9 x 5 1/2 in. (36.8 x 22.9 x 14 cm),Sculpture,Men
13137,The American Wing,The Indian Hunter,American,Artist,John Quincy Adams Ward,American ,Bronze,16 1/8 x 10 1/2 x 15 1/4 in. (41 x 26.7 x 38.7 cm),Sculpture,Men|Hunting|Dogs
13138,The American Wing,George Washington,American,Artist,John Quincy Adams Ward,American ,Bronze,23 3/4 x 12 3/8 x 10 in. (60.3 x 31.4 x 25.4 cm),Sculpture,George Washington
13139,The American Wing,Study of the Horse for the Statue of Major General George Henry Thomas,American,Artist,John Quincy Adams Ward,American ,Bronze,20 x 18 x 5 in. (50.8 x 45.7 x 12.7 cm),Sculpture,Horses
13140,The American Wing,William Shakespeare,American,Artist,John Quincy Adams Ward,American ,Bronze,28 x 11 x 11 in. (71.1 x 27.9 x 27.9 cm),Sculpture,Men|Shakespeare
13141,The American Wing,William Tilden Blodgett,American,Artist,John Quincy Adams Ward,American ,Marble,26 x 15 1/2 x 10 1/2 in. (66 x 39.4 x 26.7 cm),Sculpture,Men|Portraits
13142,The American Wing,Wyatt Eaton,American,Artist,Olin Levi Warner,American,Bronze,Diam. 8 5/8 in. (22.9 cm),Sculpture,Men|Profiles
13143,The American Wing,Adelaide Napier,American,Artist,Olin Levi Warner,American,Graphite with white highlights on paper,10 11/16 x 7 1/2 in. (27.1 x 19.1 cm),Drawings,Profiles|Women
13144,The American Wing,The Artist's Father and Mother,American,Artist,Olin Levi Warner,American,Bronze,Diam. 11 in. (27.9 cm),Sculpture,Profiles|Fathers|Mothers
13145,The American Wing,Colonel C. E. S. Wood,American,Artist,Olin Levi Warner,American,Bronze,Diam. 8 1/2 in. (21.6 cm),Sculpture,Men|Profiles
13146,The American Wing,Diana,American,Artist,Olin Levi Warner,American,Bronze,23 1/2 x 23 1/2 x 19 1/4 in. (59.7 x 59.7 x 48.9 cm),Sculpture,Female Nudes|Diana
13147,The American Wing,Henry Bradley Plant,American,Artist,Olin Levi Warner,American,Bronze,24 x 19 x 8 in. (61 x 48.3 x 20.3 cm),Sculpture,Men|Portraits
13148,The American Wing,J. Alden Weir,American,Artist,Olin Levi Warner,American,Bronze,21 1/2 x 11 x 8 in. (54.6 x 27.9 x 20.3 cm),Sculpture,Faces|Men|Portraits
13149,The American Wing,John Insley Blair,American,Artist,Olin Levi Warner,American,Bronze,23 3/4 x 18 x 12 in. (60.3 x 45.7 x 30.5 cm),Sculpture,Men|Portraits
13151,The American Wing,"Joseph, Chief of the Nez Perce Indians",American,Artist,Olin Levi Warner,American,Bronze,"Other (Object diameter): 17 1/2in. (44.5cm)
Framed: 22 × 2 in., 16 lb. (55.9 × 5.1 cm, 7.3 kg)",Sculpture,Men|Portraits|Profiles
13152,The American Wing,"Lot, Chief of the Spokanes",American,Artist,Olin Levi Warner,American,Bronze,Diam. 8 1/8 in. (20.6 cm),Sculpture,Men|Profiles
13153,The American Wing,Maud Morgan,American,Artist,Olin Levi Warner,American,Bronze,22 3/4 x 7 1/4 x 10 in. (57.8 x 18.4 x 25.4 cm),Sculpture,Portraits|Women
13154,The American Wing,"Moses, Chief of the Okinokans",American,Artist,Olin Levi Warner,American,Bronze,Diam. 8 1/2 in. (21.6 cm),Sculpture,Portraits|Men|Profiles
13155,The American Wing,Mrs. Olin Levi Warner,American,Artist,Olin Levi Warner,American,Bronze,22 1/4 x 8 3/4 x 8 in. (56.5 x 22.2 x 20.3 cm),Sculpture,Portraits|Women
13156,The American Wing,"N-Che-Askwe, Chief of the Coeur d'Alenes",American,Artist,Olin Levi Warner,American,Bronze,Diam. 7 1/4 in. (18.4 cm),Sculpture,Portraits|Men|Profiles
13157,The American Wing,"Poor Crane, Chief of the Cayuses",American,Artist,Olin Levi Warner,American,Bronze,Diam. 11 in. (27.9 cm),Sculpture,Portraits|Men|Profiles
13158,The American Wing,"Sabina, a Cayuse",American,Artist,Olin Levi Warner,American,Bronze,Diam. 5 3/4 in. (14.6 cm),Sculpture,Profiles|Women
13159,The American Wing,"Seltice, Chief of the Coeur d'Alenes",American,Artist,Olin Levi Warner,American,Bronze,Diam. 7 1/4 in. (18.4 cm),Sculpture,Men|Profiles
13160,The American Wing,Thomas Fenton,American,Artist,Olin Levi Warner,American,Bronze,Diam. 7 1/8 in. (18.1 cm),Sculpture,Men|Profiles
13161,The American Wing,Twilight,American,Artist,Olin Levi Warner,American,Marble,34 1/2 x 10 1/2 x 11 in. (87.6 x 26.7 x 27.9 cm),Sculpture,Women
13162,The American Wing,William Bewley Duncan,American,Artist,Olin Levi Warner,American,Bronze,Diam. 7 1/2 in. (19.1 cm),Sculpture,Men|Profiles
13163,The American Wing,"Young Chief, Cayuse Indian",American,Artist,Olin Levi Warner,American,Bronze,Diam. 7 3/8 in. (18.7 cm),Sculpture,Portraits|Men|Profiles
13165,The American Wing,The Celebration of the Mass,American,Artist,Harry W. Watrous,American,Oil on canvas,40 x 36 in. (101.6 x 91.4 cm),Paintings,Altars|Men|Liturgical Objects
13166,The American Wing,The Passing of Summer,American,Artist,Harry W. Watrous,American,Oil on canvas,36 3/16 x 30 in. (91.9 x 76.2 cm),Paintings,Women
13167,The American Wing,The Roaring Forties,American,Artist,Frederick J. Waugh,American,Oil on canvas,48 x 60 1/8 in. (121.9 x 152.7 cm),Paintings,Seascapes|Waves
13168,The American Wing,Wild Weather,American,Artist,Frederick J. Waugh,American,Oil on masonite,29 7/8 x 48 1/8 in. (75.9 x 122.2 cm),Paintings,Seascapes|Waves
13169,The American Wing,Mary House,American,Artist,Mary Way,American,Watercolor on paper with linen additions,Sight: 2 7/8 x 2 3/8 in. (7.3 x 6 cm),Paintings,Portraits|Girls|Profiles
13170,The American Wing,Wooded Landscape with Lake and Mountains (from the Cropsey Album),American,Artist,Paul Weber,German,Graphite and sgraffito on prepared Bristol board,4 1/2 x 6 7/8 in. (11.4 x 17.5 cm),Drawings,Lakes|Mountains|Landscapes|Trees
13171,The American Wing,The Rajah Starting on a Hunt,American,Artist,Edwin Lord Weeks,American,Oil on canvas.,39 9/16 x 32 in. (100.5 x 81.3 cm),Paintings,Birds|Palaces|Men|Horse Riding|Leopards
13172,The American Wing,Study for the Statue of Abraham Lincoln,American,Artist,Adolph Alexander Weinman,American,Bronze,25 x 12 x 15 in. (63.5 x 30.5 x 38.1 cm),Sculpture,Abraham Lincoln
13173,The American Wing,"The Alhambra, Granada, Spain",American,Artist,John Ferguson Weir,American,Oil on canvas,36 1/4 x 46 1/2 in. (92.1 x 118.1 cm),Paintings,Landscapes
13174,The American Wing,Forging the Shaft,American,Artist,John Ferguson Weir,American,Oil on canvas,52 x 73 1/4 in. (132.1 x 186.1 cm),Paintings,Industry|Factories|Men|Working
13175,The American Wing,The Morning Paper,American,Artist,John Ferguson Weir,American,Oil on canvas,24 x 20 in. (61 x 50.8 cm),Paintings,Men|Reading
13176,The American Wing,Anna Dwight Weir Reading a Letter,American,Artist,Julian Alden Weir,American,"Watercolor, gouache, black ink, and graphite on white wove paper",12 1/2 x 9 1/4 in. (31.8 x 23.5 cm),Drawings,Women|Reading
13177,The American Wing,Boats,American,Artist,Julian Alden Weir,American,Pastel and graphite on paper,Sight: 8 1/2 x 13 1/2 in. (21.6 x 34.3 cm),Drawings,Boats
13178,The American Wing,Connecticut Village (Going to School),American,Artist,Julian Alden Weir,American,Oil on canvas,24 1/8 x 20 1/8 in. (61.3 x 51.1 cm),Paintings,Villages|Trees
13179,The American Wing,Copy after Botticelli,American,Artist,Julian Alden Weir,American,Watercolor on paper,9 9/16 x 6 3/8 in. (24.3 x 16.2 cm),Drawings,Madonna and Child|Saint John the Baptist|Christ
13180,The American Wing,The Factory Village,American,Artist,Julian Alden Weir,American,Oil on canvas,29 x 38 in. (73.7 x 96.6 cm),Paintings,Factories|Villages
13181,The American Wing,Fruit,American,Artist,Julian Alden Weir,American,Oil on canvas,21 1/8 x 17 3/16 in. (53.7 x 43.7 cm),Paintings,Still Life|Fruit
